,ActNumber,Category,CommitteeReferral,CommitteeReferralComments,CouncilPeriod,Deemed,DeemedOn,DocumentUrl,Id,IntroductionDate,LawNumber,LegislationNumber,LegislationStatus,Modified,ShortTitle,Subcategory
9,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42657/PR23-0335-Introduction.pdf,42657,2019-05-22,,PR23-0335,Deemed Approved,2019-07-19,Board of Chiropractic Stephanie Johnson Confirmation Resolution of 2019,Proposed Resolution
10,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42654/PR23-0332-Introduction.pdf,42654,2019-05-21,,PR23-0332,Deemed Approved,2019-07-19,Statewide Health Coordinating Council Brigette Courtot Confirmation Resolution of 2019,Proposed Resolution
11,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42651/PR23-0329-Introduction.pdf,42651,2019-05-21,,PR23-0329,Deemed Approved,2019-07-19,Board of Massage Therapy Darlene Jackson Confirmation Resolution of 2019,Proposed Resolution
12,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42650/PR23-0328-Introduction.pdf,42650,2019-05-21,,PR23-0328,Deemed Approved,2019-07-19,Board of Massage Therapy Joseph Reo Confirmation Resolution of 2019,Proposed Resolution
13,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42649/PR23-0327-Introduction.pdf,42649,2019-05-21,,PR23-0327,Deemed Approved,2019-07-19,Board of Pharmacy Ashlee Parker Bow Confirmation Resolution of 2019,Proposed Resolution
14,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42648/PR23-0326-Introduction.pdf,42648,2019-05-21,,PR23-0326,Deemed Approved,2019-07-19,Board of Nursing Margaret Green Confirmation Resolution of 2019,Proposed Resolution
15,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42647/PR23-0325-Introduction.pdf,42647,2019-05-21,,PR23-0325,Deemed Approved,2019-07-19,Board of Veterinary Medicine Daniel Teich Confirmation Resolution of 2019,Proposed Resolution
16,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42646/PR23-0324-Introduction.pdf,42646,2019-05-21,,PR23-0324,Deemed Approved,2019-07-19,Board of Veterinary Medicine Amy Dorr Confirmation Resolution of 2019,Proposed Resolution
17,,Resolution,Committee on Health,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42645/PR23-0323-Introduction.pdf,42645,2019-05-21,,PR23-0323,Deemed Approved,2019-07-19,Board of Veterinary Medicine Blair Zevros Confirmation Resolution of 2019,Proposed Resolution
18,,Resolution,Committee on Education and Committee of the Whole,,23,Approved,2019-07-13,http://lims.dccouncil.us/Download/42641/PR23-0319-Introduction.pdf,42641,2019-05-17,,PR23-0319,Deemed Approved,2019-07-19,Field Trips and Student Travel Approval Resolution of 2019,Proposed Resolution
19,,Bill,Committee on Recreation and Youth Affairs,,23,,,http://lims.dccouncil.us/Download/42525/B23-0291-Introduction.pdf,42525,2019-05-07,,B23-0291,Under Council Review,2019-07-18,Detained Youth Access to the Juvenile Services Program Amendment Act of 2019,Permanent Bill
20,,Bill,Committee on Judiciary and Public Safety,,23,,,http://lims.dccouncil.us/Download/42599/B23-0300-Introduction.pdf,42599,2019-05-14,,B23-0300,Under Council Review,2019-07-18,Antitrust Remedies Amendment Act of 2019,Permanent Bill
21,,Bill,Committee on Health,,23,,,http://lims.dccouncil.us/Download/42484/B23-0275-Introduction.pdf,42484,2019-05-01,,B23-0275,Under Council Review,2019-07-18,Clinics Licensing Amendment Act of 2019,Permanent Bill
22,,Resolution,Committee of the Whole,,23,Disapproved,2019-10-07,http://lims.dccouncil.us/Download/42485/PR23-0285-Introduction.pdf,42485,2019-05-01,,PR23-0285,Under Council Review,2019-07-18,Zoning Commission Peter Shapiro Confirmation Resolution of 2019,Proposed Resolution
23,,Resolution,Committee on Judiciary and Public Safety,,23,Disapproved,2019-10-28,http://lims.dccouncil.us/Download/42655/PR23-0333-Introduction.pdf,42655,2019-05-21,,PR23-0333,Under Council Review,2019-07-18,District of Columbia Board of Elections Karyn Greenfield Confirmation Resolution of 2019,Proposed Resolution
24,A23-0071,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42518/B23-0285-Introduction.pdf,42518,2019-05-07,,B23-0285,Under Congressional Review,2019-07-15,Adams Morgan Business Improvement District Temporary Amendment Act of 2019,Temporary Bill
25,A23-0070,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42515/B23-0283-Introduction.pdf,42515,2019-05-07,,B23-0283,Under Congressional Review,2019-07-15,Fair Elections Temporary Amendment Act of 2019,Temporary Bill
26,,Housing Finance Agency,Retained by the Council,,23,Approved,2019-07-11,http://lims.dccouncil.us/Download/42630/HFA23-0004-Introduction.pdf,42630,2019-05-22,,HFA23-0004,Deemed Approved,2019-07-15,Notification of a Proposed Revenue Bond Issuance by the District of Columbia Housing Finance Agency,Housing Finance Agency
27,R23-0167,Resolution,Committee on Business and Economic Development,,23,Disapproved,2019-11-04,http://lims.dccouncil.us/Download/42699/PR23-0344-Introduction.pdf,42699,2019-05-30,,PR23-0344,Approved,2019-07-12,Alcoholic Beverage Control Board Rafi Aliya Crocket Confirmation Resolution of 2019,Proposed Resolution
28,R23-0166,Resolution,Committee on Business and Economic Development,,23,Disapproved,2019-10-07,http://lims.dccouncil.us/Download/42509/PR23-0301-Introduction.pdf,42509,2019-05-06,,PR23-0301,Approved,2019-07-12,"Alcoholic Beverage Control Board Bobby Cato, Jr. Confirmation Resolution of 2019",Proposed Resolution
29,R23-0165,Resolution,Committee on Business and Economic Development,,23,Disapproved,2019-10-07,http://lims.dccouncil.us/Download/42508/PR23-0300-Introduction.pdf,42508,2019-05-06,,PR23-0300,Approved,2019-07-12,Alcoholic Beverage Control Board Donovan W. Anderson Confirmation Resolution of 2019,Proposed Resolution
30,R23-0161,Resolution,Committee on Finance and Revenue,,23,Disapproved,2019-10-14,http://lims.dccouncil.us/Download/42560/PR23-0316-Introduction.pdf,42560,2019-05-10,,PR23-0316,Approved,2019-07-12,Real Property Tax Appeals Commission Richard G. Amato Confirmation Resolution of 2019,Proposed Resolution
31,ACR23-0104,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42726/CER23-0104-Introduction.pdf,42726,2019-05-31,,CER23-0104,Approved,2019-07-09,20th Anniversary of Sentry Security International Ceremonial Resolution of 2019,Ceremonial Resolution
32,ACR23-0105,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42727/CER23-0105-Introduction.pdf,42727,2019-05-31,,CER23-0105,Approved,2019-07-09,300th Anniversary of Crestwood Ceremonial Recognition Resolution of 2019,Ceremonial Resolution
33,ACR23-0103,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42725/CER23-0103-Introduction.pdf,42725,2019-05-24,,CER23-0103,Approved,2019-07-09,Armenian Genocide Recognition Resolution of 2019,Ceremonial Resolution
34,ACR23-0102,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42724/CER23-0102-Introduction.pdf,42724,2019-05-21,,CER23-0102,Approved,2019-07-09,Duddington Place Block Party 50th Anniversary Recognition Resolution of 2019,Ceremonial Resolution
35,ACR23-0101,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42723/CER23-0101-Introduction.pdf,42723,2019-05-21,,CER23-0101,Approved,2019-07-09,St. Mary's Court 40th Anniversary Recognition Resolution of 2019,Ceremonial Resolution
36,ACR23-0100,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42722/CER23-0100-Introduction.pdf,42722,2019-05-09,,CER23-0100,Approved,2019-07-09,Brown v. Board of Education and Bolling v. Sharpe Recognition Resolution of 2019,Ceremonial Resolution
37,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-06-29,http://lims.dccouncil.us/Download/42541/PR23-0309-Introduction.pdf,42541,2019-05-07,,PR23-0309,Deemed Approved,2019-07-08,Science Advisory Board Marla Carroll Confirmation Resolution of 2019,Proposed Resolution
38,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-06-29,http://lims.dccouncil.us/Download/42542/PR23-0310-Introduction.pdf,42542,2019-05-07,,PR23-0310,Deemed Approved,2019-07-08,Science Advisory Board Paul Jones Confirmation Resolution of 2019,Proposed Resolution
39,,Resolution,Committee on Health,,23,Approved,2019-06-29,http://lims.dccouncil.us/Download/42559/PR23-0315-Introduction.pdf,42559,2019-05-09,,PR23-0315,Deemed Approved,2019-07-08,Interstate Medical Licensure Compact Commission Frank Meyers Confirmation Resolution of 2019,Proposed Resolution
40,,Resolution,Committee on Health,,23,Approved,2019-06-29,http://lims.dccouncil.us/Download/42558/PR23-0314-Introduction.pdf,42558,2019-05-09,,PR23-0314,Deemed Approved,2019-07-08,Commission on Health Equity Ambrose Lane Jr. Confirmation Resolution of 2019,Proposed Resolution
41,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-06-29,http://lims.dccouncil.us/Download/42543/PR23-0311-Introduction.pdf,42543,2019-05-07,,PR23-0311,Deemed Approved,2019-07-08,Science Advisory Board Danielle O'Neill Confirmation Resolution of 2019,Proposed Resolution
42,,Resolution,Committee on Judiciary and Public Safety,,23,Approved,2019-06-29,http://lims.dccouncil.us/Download/42540/PR23-0308-Introduction.pdf,42540,2019-05-07,,PR23-0308,Deemed Approved,2019-07-08,Science Advisory Board Jeanne Jordan Confirmation Resolution of 2019,Proposed Resolution
43,R23-0147,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42643/PR23-0321-Introduction.pdf,42643,2019-05-20,,PR23-0321,Approved,2019-07-08,Local Rent Supplement Program Contract No. 2018-LRSP-01A Approval Resolution of 2019  ,Proposed Resolution
44,R23-0145,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42681/PR23-0338-Introduction.pdf,42681,2019-05-29,,PR23-0338,Approved,2019-07-08,"Modification No. 3 to Contract No. DCAM-17-NC-0007 with Security Assurance Management, Inc. Approval and Payment Authorization Emergency Declaration Resolution of 2019 ",Emergency Declaration Resolution
45,R23-0135,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42644/PR23-0322-Introduction.pdf,42644,2019-05-20,,PR23-0322,Approved,2019-07-01,Local Rent Supplement Program Contract No. 2018-LRSP-02A Approval Resolution of 2019  ,Proposed Resolution
46,R23-0134,Resolution,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42535/PR23-0306-Introduction.pdf,42535,2019-05-06,,PR23-0306,Approved,2019-07-01,Local Rent Supplement Program Contract No. 2019-LRSP-01A Approval Resolution of 2019,Proposed Resolution
47,A23-0067,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42503/B23-0278-Introduction.pdf,42503,2019-05-02,,B23-0278,Enacted,2019-07-01,Contract No. DCCB-2019-C-0008 with May Firm/EKM Association on PCBs Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
48,A23-0066,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42695/B23-0314-Introduction.pdf,42695,2019-05-28,,B23-0314,Enacted,2019-07-01,Modification Nos. 3 and 4 to Contract No. CW47741 with AmerisourceBergen Drug Corporation Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
49,A23-0065,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42693/B23-0313-Introduction.pdf,42693,2019-05-28,,B23-0313,Enacted,2019-07-01,"Modification Nos. 14 and 15 to Contract No. DCAM-15-NC-0085B with National  Service Contractors, Inc. Approval  and Payment Authorization Emergency Act of 2019",Emergency Bill
50,A23-0064,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42684/B23-0312-Introduction.pdf,42684,2019-05-29,,B23-0312,Enacted,2019-07-01,Modification Nos. 24 and 26 to Contract No. DCKA-2012-C-0110 with Outfront Media VW Communications LLC Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
51,A23-0063,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42669/B23-0307-Introduction.pdf,42669,2019-05-23,,B23-0307,Enacted,2019-07-01,"Modification Nos. 15 and 16 to Contract No. DCAM-15-NC-0085A with Community Bridge, Inc. Approval and Payment Authorization Emergency Act of 2019",Emergency Bill
52,A23-0062,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42545/B23-0296-Introduction.pdf,42545,2019-05-08,,B23-0296,Enacted,2019-07-01,Contract No. CFOPD-19-C-036 Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
53,A23-0060,Bill,Retained by the Council,,23,,,http://lims.dccouncil.us/Download/42505/B23-0279-Introduction.pdf,42505,2019-05-03,,B23-0279,Enacted,2019-07-01,Award and Modifications to Human Care Agreement OAG-FY18-H-0007A and award of Human Care Agreement DCCB-2019-H-0007 with National Association for the Advancement of Returning Citizens Approval and Payment Authorization Emergency Act of 2019,Emergency Bill
54,,Reprogramming,Retained by the Council,,23,Approved,2019-06-12,http://lims.dccouncil.us/Download/42672/REPROG23-0016-Introduction.pdf,42672,2019-05-28,,REPROG23-0016,Deemed Approved,2019-06-27,"Request to reprogram $1,300,000 of Local Funds Budget Authority within the Office of the Chief Financial Officer",Reprogramming
55,,Reprogramming,Retained by the Council,,23,Approved,2019-06-12,http://lims.dccouncil.us/Download/42671/REPROG23-0015-Introduction.pdf,42671,2019-05-28,,REPROG23-0015,Deemed Approved,2019-06-27,"Request to reprogram $11,719,619 of Capital Funds Budget Authority and Allotment within the Office of the Chief Financial Officer",Reprogramming
56,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-06-11,http://lims.dccouncil.us/Download/42637/GBM23-0037-Introduction.pdf,42637,2019-05-24,,GBM23-0037,Deemed Approved,2019-06-27,"FY 2019 Grant Budget Modifications of April 12, 2019",Grant Budget Modification
57,,Grant Budget Modification,Retained by the Council,,23,Approved,2019-06-11,http://lims.dccouncil.us/Download/42636/GBM23-0036-Introduction.pdf,42636,2019-05-24,,GBM23-0036,Deemed Approved,2019-06-27,"FY 2019 Grant Budget Modifications of April 9, 2019",Grant Budget Modification
58,,Contract,Retained by the Council,,23,Approved,2019-06-10,http://lims.dccouncil.us/Download/42687/CA23-0162-Introduction.pdf,42687,2019-05-30,,CA23-0162,Deemed Approved,2019-06-27,Proposed contract with Chiaramonte Construction Company ,Contract
59,,Contract,Retained by the Council,,23,Approved,2019-06-10,http://lims.dccouncil.us/Download/42686/CA23-0161-Introduction.pdf,42686,2019-05-30,,CA23-0161,Deemed Approved,2019-06-27,Proposed contract to exercise Option Period Three (3) with Sasha Bruce Youthwork Inc. ,Contract
60,,Contract,Retained by the Council,,23,Approved,2019-06-10,http://lims.dccouncil.us/Download/42685/CA23-0160-Introduction.pdf,42685,2019-05-30,,CA23-0160,Deemed Approved,2019-06-27,"Proposed contract to exercise Option Year Two (2) with Digidoc, Inc. ",Contract
61,,Contract,Retained by the Council,,23,Approved,2019-06-08,http://lims.dccouncil.us/Download/42676/CA23-0159-Introduction.pdf,42676,2019-05-28,,CA23-0159,Deemed Approved,2019-06-27,"Proposed contract with Capitol Paving of D.C., Inc. ",Contract
62,,Contract,Retained by the Council,,23,Approved,2019-06-08,http://lims.dccouncil.us/Download/42675/CA23-0158-Introduction.pdf,42675,2019-05-28,,CA23-0158,Deemed Approved,2019-06-27,Proposed contract to exercise Option Period One (1) with Liberty Healthcare Corporation ,Contract
63,,Contract,Retained by the Council,,23,Approved,2019-06-08,http://lims.dccouncil.us/Download/42674/CA23-0157-Introduction.pdf,42674,2019-05-28,,CA23-0157,Deemed Approved,2019-06-27,"Proposed contract to exercise Option Year One with NCS Pearson, Inc. ",Contract
